project_id	title	org	act_code	short	long	recipient

50342525	Sustainable agriculture, food security and protection of natural environment ressources, District Abancay	Germany	31181.01	AGRICULTURAL EDUCATION/TRAINING	Sustainable agriculture, food security and protection of natural environment ressources, District Abancay	Peru

50023612	Congress Participation	Germany	15140.03	CONGRESS PARTICIPATION	Sonderposition Kongressreisen	

50162248	Emergency Food Aid - EMOP 10693.0 - Delivery of 2.424 mt Sorghum	Germany	72040.01	EMERGENCY FOOD AID - EMOP 10693.0 - DELIVERY OF 2.424 MT SORGHUM	NMNH - EMOP 10693.0 - Lieferung von 2.424 mt Sorghum	Sudan

50165069	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Philippines

50184009		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Paraguay

50185417		Germany	72010.01	HUMANITARIAN AID		Venezuela

50192849		Germany	72010.01	HUMANITARIAN AID		Bosnia-Herzegovina

50171889	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		

50171889	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		

50469575	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Viet Nam

50473986	legislative consultation, basic and further training	Germany	15130.04	LEGAL AN JUDICIAL DEVELOPMENT	legislative consultation, basic and further training	Turkey

50473986	legislative consultation, basic and further training	Germany	15130.05	LEGAL AN JUDICIAL DEVELOPMENT	legislative consultation, basic and further training	Turkey

50479831	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Kenya

50436658	Project for Agroforestry and Resource Management (PARES)	Germany	31210.01	FORESTRY DEVELOPMENT	PARES/ Project for Agroforestry and Resource Management	Rwanda

50436658	Project for Agroforestry and Resource Management (PARES)	Germany	31210.02	FORESTRY DEVELOPMENT	PARES/ Project for Agroforestry and Resource Management	Rwanda

50436658	Project for Agroforestry and Resource Management (PARES)	Germany	31220.07	FORESTRY DEVELOPMENT	PARES/ Project for Agroforestry and Resource Management	Rwanda

50436658	Project for Agroforestry and Resource Management (PARES)	Germany	41010.02	FORESTRY DEVELOPMENT	PARES/ Project for Agroforestry and Resource Management	Rwanda

50456621	Programme Coordinator	Germany	15150.05	GOVERNMENT ADMINISTRATION	Support of democratic developments / Democracy Programme activities, Management / implementation and supervision of extra budgetary projects	Kyrgyz Republic

50456621	Programme Coordinator	Germany	15110.02	GOVERNMENT ADMINISTRATION	Support of democratic developments / Democracy Programme activities, Management / implementation and supervision of extra budgetary projects	Kyrgyz Republic

50446861	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Ecuador

50449362		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Nigeria

50450223	MANAGEMENT BOLIVIEN WVU	Germany	15140.02	GOVERNMENT ADMINISTRATION		

50450223	MANAGEMENT BOLIVIEN WVU	Germany	15140.01	GOVERNMENT ADMINISTRATION		

50453302	Regional Program Central America and Mexico	Germany	99810.01	REGIONAL PROGRAM CENTRAL AMERICA AND MEXICO	Regional Program Central America and Mexico	

50486039	Information on politics, economics, environment, current topics	Germany	15150.08	INFORMATION ON POLITICS, ECONOMICS, ENVIRONMENT, CURRENT TOPICS	Information on politics, economics, environment, current topics	

50419191	Information on politics, economics, environment, current topics	Germany	15150.08	INFORMATION ON POLITICS, ECONOMICS, ENVIRONMENT, CURRENT TOPICS	Information on politics, economics, environment, current topics	

50497881	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Chad

50497881	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Chad

50507519		Germany	72010.01	HUMANITARIAN AID		Peru

50509198	Country Program Afghanistan and Pakistan	Germany	51010.01	COUNTRY PROGRAM AFGHANISTAN AND PAKISTAN	Länderprogramm Afghanistan und Pakistan	

50509198	Country Program Afghanistan and Pakistan	Germany	43010.01	COUNTRY PROGRAM AFGHANISTAN AND PAKISTAN	Länderprogramm Afghanistan und Pakistan	

50510566	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Mozambique

50510566	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Mozambique

50490053	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Benin

50519181	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Tanzania

50068369	Country Program Indonesia	Germany	51010.01	COUNTRY PROGRAM INDONESIA	Länderprogramm Indonesien (inkl. Tsunami)	Indonesia

50068369	Country Program Indonesia	Germany	43010.01	COUNTRY PROGRAM INDONESIA	Länderprogramm Indonesien (inkl. Tsunami)	Indonesia

50068314	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Stärkung der Zivilgesellschaft	Tanzania

50068327	Civilian peace-building, conflict prevention and resolution	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Zivile Friedensentwicklung, Krisenprävention und Konfliktlösung	Guatemala

68713062		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Uganda

68702643	Country Program Argentina	Germany	15110.05	COUNTRY PROGRAM ARGENTINA	Länderprogramm Argentinien und Uruguay	

68718859	MUNICIPAL INVESTMENT FUNDS	Germany	15150.05	21 MUNICIPALITIES MAYORS' ELECTION		Burkina Faso

68718859	MUNICIPAL INVESTMENT FUNDS	Germany	15150.06	21 MUNICIPALITIES MAYORS' ELECTION		Burkina Faso

68751753	FOREIGN CULTURAL RELATIONS	Germany	16010.07	FOREIGN CULTURAL RELATIONS	FOREIGN CULTURAL RELATIONS	Serbia

68757278	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Ecuador

68764121	Winter Aid	Germany	72040.01	EMERGENCY/DISTRESS RELIEF	supply of firewood, stoves and food	Serbia

68764121	Winter Aid	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	supply of firewood, stoves and food	Serbia

68765291	Information on politics, economics, environment, current topics	Germany	15150.08	INFORMATION ON POLITICS, ECONOMICS, ENVIRONMENT, CURRENT TOPICS	Information on politics, economics, environment, current topics	

68770261	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Peru

68775910	REGIONAL FOREST PROGRAM	Germany	31210.02	REGIONAL FOREST PROGRAM		

68807643	Mausoleum at Ghazni	Germany	16010.07	CULTURE AND RECREATION	Evaluation of the Mausoleum at Ghazni	Afghanistan

68277050	FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT	Germany	99810.01	FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT		

68283897	KONFLIKTMANAGEMENT ALGERIEN	Germany	15220.01	CONFLICT MANAGEMENT		Algeria

68230546		Germany	72010.01	HUMANITARIAN AID		Senegal

68232800		Germany	72040.01	EMERGENCY FOOD AID	NMH - PRRO 10066.2 - Lieferung von 2.740 mt Reis und 60 mt Weizen-Sojamischung	Myanmar

68258271	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Ecuador

68258271	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Ecuador

68263981	Inter-Parlamentary-Training-Program	Germany	15110.03	INTER-PARLAMENTARY-TRAINING-PROGRAM	Inter-Parlamentary-Training-Program	

68216116	FORSCHUNGSVORHABEN AUF DEM LANDWIRTSCHAFTSSEKTOR	Germany	31110.02	AGRICULTURAL RESEARCH PLANNING		India

68216116	FORSCHUNGSVORHABEN AUF DEM LANDWIRTSCHAFTSSEKTOR	Germany	31182.01	AGRICULTURAL RESEARCH PLANNING		India

68410443	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		

68410443	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		

68396638	integrative support for center for children with special needs	Germany	16010.05	INTEGRATIVE SUPPORT FOR CENTER FOR CHILDREN WITH SPECIAL NEEDS	Continuation of the integrative support for the center for children with special needs and their families and communities in Ozamiz City and neighboring cities	Philippines

68382447	Support for Partners	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Support for Partners	Macedonia, FYR

68382447	Support for Partners	Germany	15110.02	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Support for Partners	Macedonia, FYR

68400918	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Mozambique

68834203	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Dominican Republic

68868203	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Zambia

74595707	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Indonesia

74615381	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Congo, Republic of

74618172	Legal aid and protection for ethnic and cultural minorities, West of the Province Formosa	Germany	16010.05	HUMAN RIGHTS	Rechtsberatung und Förderung der Interessensvertretung für indigene Gemeinden im Zentrum und Westen der Provinz Formosa	Argentina

74618172	Legal aid and protection for ethnic and cultural minorities, West of the Province Formosa	Germany	15150.07	HUMAN RIGHTS	Rechtsberatung und Förderung der Interessensvertretung für indigene Gemeinden im Zentrum und Westen der Provinz Formosa	Argentina

74618172	Legal aid and protection for ethnic and cultural minorities, West of the Province Formosa	Germany	15130.05	HUMAN RIGHTS	Rechtsberatung und Förderung der Interessensvertretung für indigene Gemeinden im Zentrum und Westen der Provinz Formosa	Argentina

74603394	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Zimbabwe

74605302	EMERGENCY/DISTRESS RELIEF	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Tajikistan

74640100	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Algeria

74658495	Promoting Independant Media 2006	Germany	15150.08	PROMOTING INDEPENDANT MEDIA 2006	Promoting Independant Media 2006	Gambia

74663081	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Chile

74656317	ETHISCHE NORMEN UND STANDARDS	Germany	99810.01	ETHIC NORMS AND STANDARDS		

73248027	Support for Partners	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Sonderposition Partnerunterstützung	Ecuador

73253667	emergency aid for vicitms of earthquake	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	supply of tents, hardy plastic covers, stoves, blankets and thick clothing	Pakistan

73710413	POLICY PLANNING	Germany	15110.01	POLICY PLANNING		South Africa

73722844	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Malaysia

73730309	Technique/Logistics El Fasher	Germany	72050.01	TECHNIQUE/LOGISTICS EL FASHER	Technical support for UN and NGOs in El Fasher	Sudan

74688828	International Agricultural Research	Germany	31182.01	INTERNATIONAL AGRICULTURAL RESEARCH	International Agricultural Research	

74730081	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Chad

74733116		Germany	72040.01	EMERGENCY FOOD AID		Ethiopia

74715072	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Brazil

74715815	Temporary Int. Mechanism II	Germany	99810.01	TEMPORARY INT. MECHANISM II	Temporary Int. Mechanism II	Palestinian Adm. Areas

74716397	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Brazil

74757729	Support of labor rights	Germany	16010.05	HUMAN RIGHTS	Labor Rights Defense for Vulnerable Populations in Tegucigalpa	Honduras

74757729	Support of labor rights	Germany	15150.07	HUMAN RIGHTS	Labor Rights Defense for Vulnerable Populations in Tegucigalpa	Honduras

74757729	Support of labor rights	Germany	16020.03	HUMAN RIGHTS	Labor Rights Defense for Vulnerable Populations in Tegucigalpa	Honduras

74728523	Promoting Independant Media 2007	Germany	15150.08	FREE FLOW OF INFORMATION	Promoting Independant Media 2007	India

75213126	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.06	GOVERNMENT ADMINISTRATION		Croatia

75213126	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.04	GOVERNMENT ADMINISTRATION		Croatia

75213126	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15140.01	GOVERNMENT ADMINISTRATION		Croatia

75213904	RECHTSREFORM / DEZ. VERWALTUNG	Germany	15140.04	GOVERNMENT ADMINISTRATION		Sri Lanka

75213904	RECHTSREFORM / DEZ. VERWALTUNG	Germany	15140.01	GOVERNMENT ADMINISTRATION		Sri Lanka

75135824		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Colombia

75365925	Projects of the BMI regarding police education and equipment	Germany	15130.06	PROJECTS OF THE BMI REGARDING POLICE EDUCATION AND EQUIPMENT	Projects of the BMI regarding police education and equipment	

75367714	Local Economic Development in Peru and Bolivia	Germany	15110.01	LOCAL ECONOMIC DEVELOPMENT IN PERU AND BOLIVIA	Local Economic Development in Peru and Bolivia	Peru

75547379	HELP FOR DEMOCRATISATION	Germany	15150.05	HELP FOR DEMOCRATISATION		Cambodia

75561190	experts to CICIG	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Support of German experts to CICIG	Guatemala

75567763	Democratic Participation in Governance and Policy Advocacy towards Rural Development in the Philippines	Germany	43040.01	DEMOCRATIC PARTICIPATION IN GOVERNANCE AND POLICY ADVOCACY TOWARDS RURAL DEVELOPMENT IN THE PHILIPPINES	Weiterführung der Sicherung von Landrechten und Förderung von politischer Mitsprache / Philippinen	Philippines

75567763	Democratic Participation in Governance and Policy Advocacy towards Rural Development in the Philippines	Germany	15130.01	DEMOCRATIC PARTICIPATION IN GOVERNANCE AND POLICY ADVOCACY TOWARDS RURAL DEVELOPMENT IN THE PHILIPPINES	Weiterführung der Sicherung von Landrechten und Förderung von politischer Mitsprache / Philippinen	Philippines

75567763	Democratic Participation in Governance and Policy Advocacy towards Rural Development in the Philippines	Germany	15150.05	DEMOCRATIC PARTICIPATION IN GOVERNANCE AND POLICY ADVOCACY TOWARDS RURAL DEVELOPMENT IN THE PHILIPPINES	Weiterführung der Sicherung von Landrechten und Förderung von politischer Mitsprache / Philippinen	Philippines

75567763	Democratic Participation in Governance and Policy Advocacy towards Rural Development in the Philippines	Germany	15150.02	DEMOCRATIC PARTICIPATION IN GOVERNANCE AND POLICY ADVOCACY TOWARDS RURAL DEVELOPMENT IN THE PHILIPPINES	Weiterführung der Sicherung von Landrechten und Förderung von politischer Mitsprache / Philippinen	Philippines

75537107	Promoting Independant Media 2007	Germany	15150.08	FREE FLOW OF INFORMATION	Promoting Independant Media 2007	Thailand

75542789	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Chile

75515794	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Korea, Democratic Republic of

75515794	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Korea, Democratic Republic of

75527500	humanitarian aid	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	humanitarian aid	Guinea-Bissau

75523258		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Kenya

75540024	INTEGRIERTE FORSTLICHE ENTWICKLUNG IN DER REGION VAKINANKARATA (ALT: 199520073)	Germany	31220.06	FORESTRY DEVELOPMENT		Madagascar

75311354		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Cameroon

75391162	Regional Programme Pakistan, Afghanistan (democratisation, peace and political participation)	Germany	15210.01	REGIONAL PROGRAMME PAKISTAN, AFGHANISTAN (DEMOCRATISATION, PEACE AND POLITICAL PARTICIPATION)	Programm zu Demokratisierung, Friedenssicherung und politischer Partizipation in Pakistan und Afghanistan	

75391162	Regional Programme Pakistan, Afghanistan (democratisation, peace and political participation)	Germany	15150.05	REGIONAL PROGRAMME PAKISTAN, AFGHANISTAN (DEMOCRATISATION, PEACE AND POLITICAL PARTICIPATION)	Programm zu Demokratisierung, Friedenssicherung und politischer Partizipation in Pakistan und Afghanistan	

75395978		Germany	15130.01	BMZ TC: JUDICIAL DVPT		Philippines

75395978		Germany	15130.03	BMZ TC: JUDICIAL DVPT		Philippines

75373197	FOERDERUNG NICHTSTAATLICHER STRUKTUREN IM LAEND- LICHEN UND URBANEN RAUM (FOLECO) SHA	Germany	15150.01	STRENGTHENING CIVIL SOCIETY		Congo, Democratic Republic of

75374872	Management and Leadership Training for Mountain Development - Support to ongoing Reform Processes in the Himalaya - Hindukush - Pamir	Germany	43040.03	MANAGEMENT AND LEADERSHIP TRAINING FOR MOUNTAIN DEVELOPMENT - SUPPORT TO ONGOING REFORM PROCESSES IN THE HIMALAYA - HINDUKUSH - PAMIR	Management und Führungstraining zur Bergregionen-Entwicklung (Himalaya-Hindukush-Pamir)	Pakistan

75374872	Management and Leadership Training for Mountain Development - Support to ongoing Reform Processes in the Himalaya - Hindukush - Pamir	Germany	43081.01	MANAGEMENT AND LEADERSHIP TRAINING FOR MOUNTAIN DEVELOPMENT - SUPPORT TO ONGOING REFORM PROCESSES IN THE HIMALAYA - HINDUKUSH - PAMIR	Management und Führungstraining zur Bergregionen-Entwicklung (Himalaya-Hindukush-Pamir)	Pakistan

75375688	Global Labour University to South Africa (GLU) Phase II	Germany	16020.03	GLOBAL LABOUR UNIVERSITY TO SOUTH AFRICA (GLU) PHASE II	Global Labour University to South Africa (GLU) Phase II	South Africa

75375688	Global Labour University to South Africa (GLU) Phase II	Germany	11420.01	GLOBAL LABOUR UNIVERSITY TO SOUTH AFRICA (GLU) PHASE II	Global Labour University to South Africa (GLU) Phase II	South Africa

75342663	Peace education and conflict management in Ruanda	Germany	15210.01	PEACE EDUCATION AND CONFLICT MANAGEMENT IN RUANDA	Peace education and conflict management in Ruanda	Rwanda

75342663	Peace education and conflict management in Ruanda	Germany	15220.01	PEACE EDUCATION AND CONFLICT MANAGEMENT IN RUANDA	Peace education and conflict management in Ruanda	Rwanda

75348612	Federal governance development	Germany	15140.04	FEDERAL GOVERNANCE DEVELOPMENT	Federal governance development	Ethiopia

75418634	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	China

75406547	SOCIAL FORESTRY IN TIGRAY	Germany	31210.01	SOCIAL FORESTRY IN TIGRAY		Ethiopia

75410195	GENRES-05-BMZ-DEU-PROGRAMM	Germany	31182.01	AGRICULTURAL RESEARCH		Kenya

75411049	Managing the Global Genetic Resources	Germany	31182.01	AGRICULTURAL RESEARCH	Managing the Global Genetic Resources	Bolivia

75411049	Managing the Global Genetic Resources	Germany	31182.02	AGRICULTURAL RESEARCH	Managing the Global Genetic Resources	Bolivia

75787496	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Peru

75800980	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Mozambique

75811169	FED. STATES CONTRIB.: RESEARCH	Germany	43082.01	FED. STATES CONTRIB.: RESEARCH		Nicaragua

75811599	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Kenya

75811599	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Kenya

75812958	Support to SME-sector Institution Building Marketing of agriculture products	Germany	25010.08	AGRICULTURAL DEVELOPMENT	Support to SME-sector Institution Building Marketing of agriculture products	Macedonia, FYR

75812958	Support to SME-sector Institution Building Marketing of agriculture products	Germany	31191.01	AGRICULTURAL DEVELOPMENT	Support to SME-sector Institution Building Marketing of agriculture products	Macedonia, FYR

75830564	LEGAL AND JUDICIAL DEVELOPMENT	Germany	15130.01	LEGAL AND JUDICIAL DEVELOPMENT		Viet Nam

75833946	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	China

75837870	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Ethiopia

75837870	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Ethiopia

75852938	AID TO KOSOVO REFUGEES	Germany	72010.01	AID TO KOSOVO REFUGEES		Serbia

73611359	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Tanzania

73613811	Enhancing the role of Civil Society	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Enhancing the role of Civil Society Organizations in the Legislative Process	Palestinian Adm. Areas

73613811	Enhancing the role of Civil Society	Germany	15150.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Enhancing the role of Civil Society Organizations in the Legislative Process	Palestinian Adm. Areas

73613811	Enhancing the role of Civil Society	Germany	15150.05	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Enhancing the role of Civil Society Organizations in the Legislative Process	Palestinian Adm. Areas

73613811	Enhancing the role of Civil Society	Germany	15150.02	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Enhancing the role of Civil Society Organizations in the Legislative Process	Palestinian Adm. Areas

73315362	Integrated Expert	Germany	31110.01	AGRICULTURAL POLICY & ADMIN. MGMT	Integrated Expert	Peru

73682999		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Sierra Leone

73697230	Integrated Expert	Germany	99810.01	INTEGRATED EXPERT	Integrierte Fachkraft	Lebanon

73699638	Integrated Expert	Germany	99810.01	INTEGRATED EXPERT	Integrierte Fachkraft	Azerbaijan

74407974		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Peru

74416064	STAT2005/2006	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING		Nicaragua

74423099	police training and equipment assistance	Germany	15130.03	POLICE TRAINING AND EQUIPMENT ASSISTANCE	Rise of the efficiency of police authorities with crime fight and border security, support of rule of law and democracy	Haiti

74423099	police training and equipment assistance	Germany	15150.05	POLICE TRAINING AND EQUIPMENT ASSISTANCE	Rise of the efficiency of police authorities with crime fight and border security, support of rule of law and democracy	Haiti

74423099	police training and equipment assistance	Germany	15130.06	POLICE TRAINING AND EQUIPMENT ASSISTANCE	Rise of the efficiency of police authorities with crime fight and border security, support of rule of law and democracy	Haiti

74453038	preparatory activities for new projects	Germany	91010.01	PREPARATORY ACTIVITIES FOR NEW PROJECTS	preparatory activities for new projects	Cameroon

74462983	Rule of Law Officer	Germany	15130.01	LEGAL AN JUDICIAL DEVELOPMENT	Rule of Law Officer	Macedonia, FYR

74462983	Rule of Law Officer	Germany	15130.03	LEGAL AN JUDICIAL DEVELOPMENT	Rule of Law Officer	Macedonia, FYR

74436472	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Burundi

74479350	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Mongolia

74479350	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Mongolia

74482348	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Lesotho

74531778	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Papua New Guinea

74504201		Germany	31130.01	AGRICULTURAL LAND RESOURCES		Guatemala

74505483	CIVIL SOCIETY MEASURES	Germany	15150.01	CIVIL SOCIETY MEASURES		Armenia

74505483	CIVIL SOCIETY MEASURES	Germany	15150.03	CIVIL SOCIETY MEASURES		Armenia

74505952	Development Policy Forum 2007	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Development Policy Forum 2007	Tanzania

74505952	Development Policy Forum 2007	Germany	15110.03	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Development Policy Forum 2007	Tanzania

74465196	GENRES-05-BMZ-DEU-PROGRAMM	Germany	31182.01	AGRICULTURAL RESEARCH		Bolivia

74471140	Income Generating and Rural dev. of Indigenous Groups/ Episcopal Church	Germany	43040.01	INCOME GENERATING AND RURAL DEV. OF INDIGENOUS GROUPS/ EPISCOPAL CHURCH	Income Generating and Rural Development of Indigenous Groups/ Episcopal Church in the Philippines (supplementary grant)	Philippines

74471140	Income Generating and Rural dev. of Indigenous Groups/ Episcopal Church	Germany	16010.05	INCOME GENERATING AND RURAL DEV. OF INDIGENOUS GROUPS/ EPISCOPAL CHURCH	Income Generating and Rural Development of Indigenous Groups/ Episcopal Church in the Philippines (supplementary grant)	Philippines

74471140	Income Generating and Rural dev. of Indigenous Groups/ Episcopal Church	Germany	16010.07	INCOME GENERATING AND RURAL DEV. OF INDIGENOUS GROUPS/ EPISCOPAL CHURCH	Income Generating and Rural Development of Indigenous Groups/ Episcopal Church in the Philippines (supplementary grant)	Philippines

74471140	Income Generating and Rural dev. of Indigenous Groups/ Episcopal Church	Germany	16020.05	INCOME GENERATING AND RURAL DEV. OF INDIGENOUS GROUPS/ EPISCOPAL CHURCH	Income Generating and Rural Development of Indigenous Groups/ Episcopal Church in the Philippines (supplementary grant)	Philippines

74473711	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Viet Nam

74530341	ENTWICKLUNGSORIENTIERTE NOTHILFE ZIWAY-DUGDA	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Ethiopia

74498212	Business-start-up Seminars for women	Germany	25010.08	HUMAN RIGHTS	Training of 60 selected women in starting up their own business to promote womens rights in Kurdistan and Train the Trainers .	Iraq

74498212	Business-start-up Seminars for women	Germany	15150.07	HUMAN RIGHTS	Training of 60 selected women in starting up their own business to promote womens rights in Kurdistan and Train the Trainers .	Iraq

74498212	Business-start-up Seminars for women	Germany	15150.09	HUMAN RIGHTS	Training of 60 selected women in starting up their own business to promote womens rights in Kurdistan and Train the Trainers .	Iraq

74498212	Business-start-up Seminars for women	Germany	42010.06	HUMAN RIGHTS	Training of 60 selected women in starting up their own business to promote womens rights in Kurdistan and Train the Trainers .	Iraq

74498212	Business-start-up Seminars for women	Germany	42010.05	HUMAN RIGHTS	Training of 60 selected women in starting up their own business to promote womens rights in Kurdistan and Train the Trainers .	Iraq

74500508	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Nicaragua

50070862	Equity Investment	Germany	99810.01	EQUITY INVESTMENT	Equity Investment	China

50070869	preparatory activities for new projects	Germany	99810.01	PREPARATORY ACTIVITIES FOR NEW PROJECTS	Sonderposition Beratung und Vorbereitung	Indonesia

50073012	Equity Investment	Germany	99810.01	EQUITY INVESTMENT	Equity Investment	

50073030	InWEnt Regional Offices	Germany	92020.01	INWENT REGIONAL OFFICES	InWEnt Auslandsbüros 2008 - 2011	Ethiopia

